Company_Name,Street_Address1,Street_Address2,City,State,Zip_Code
31796,,,Penang 10400,Malaysia,
31797,,,Jakarta,Indonesia,
31798,,,,Singapore,
31799,,,Jakarta,Indonesia,
31800,,,Bangkok,Thailand,
31801,,,Grand-Prairie AB T8V 0V8,Canada,
31802,,,Surabaya,Indonesia,
31803,,,Jakarta,Indonesia,
31804,,,Seremban Malay 70450,Malaysia,
31805,,,Bangkok,Thailand,
31806,,,Kuala Lumpur,Malaysia,
31807,,,Erskineville NS 2043,Australia,
31808,,,Tauranga 3112,New Zealand,
31809,,,Jakarta,Indonesia,
31810,,,Bangkok,Thailand,
31811,,,Jakarta,Indonesia,
31812,,,Ampang Selangor 68000,Malaysia,
31813,,,Tangerang Jabar,Indonesia,
31814,,,Kota Baharu 15150,Malaysia,
31815,,,Taipei,Taiwan,
31816,,,Nara,Japan,
31817,,,Jb Johor,Malaysia,
31818,,,Jakarta,Indonesia,
31819,,,Amman,Jordan,
31820,,,Kuala Lumpur,Malaysia,
31821,,,Jakarta,Indonesia,
31822,,,Bangkok,Thailand,
31823,,,Seddon Victoria 3011,Australia,
31824,,,Seoul 138-229,South Korea,
31825,,,Jakarta,Indonesia,
31826,,,Islamabad 44000,Pakistan,
31827,,,Sarawak 93716,Malaysia,
31828,,,Osaka,Japan,
31829,,,Jakarta,Indonesia,
31830,,,Choongnam 330-714,South Korea,
31831,,,Jakarta,Indonesia,
31832,,,Bangkok,Thailand,
31833,,,Chiba,Japan,
31834,,,Surabaya,Indonesia,
31835,,,Medan-20153,Indonesia,
31836,,,Medan-20112,Indonesia,
31837,,,Kowloon,Hong Kong,
31838,,,,Singapore,
31839,,,Kuala Lumpur,Malaysia,
31840,,,Bandung,Indonesia,
31841,,,East Java,Indonesia,
31842,,,Taipei,Taiwan,
31843,,,Surabaya,Indonesia,
31844,,,Surabaya,Indonesia,
31845,,,Macau,China,
31846,,,Jakarta,Indonesia,
31847,,,Jakarta,Indonesia,
31848,,,Semarang 50243,Indonesia,
31849,,,Surabaya,Indonesia,
31850,,,,Singapore,
31851,,,JakSel 12210,Indonesia,
31852,,,Jakarta,Indonesia,
31853,,,Medan North Sumatera 20112,Indonesia,
31854,,,Jakarta,Indonesia,
31855,,,Bangkok,Thailand,
31856,,,Jakarta,Indonesia,
31857,,,Surabaya,Indonesia,
31858,,,Surabaya,Indonesia,
31859,,,Surabaya,Indonesia,
31860,,,Almaty 480057,Kazakhstan,
31861,,,Panama City 0819-06908,Panama,
31862,,,Bangkok,Thailand,
31863,,,Jakarta,Indonesia,
31864,,,Jakarta,Indonesia,
31865,,,Jakarta,Indonesia,
31866,,,Jakarta,Indonesia,
31867,,,Kowloon,Hong Kong,
31868,,,Tokyo,Japan,
31869,,,Yakutsk 677007,Russian Federation,
31870,,,Seoul 135-870,South Korea,
31871,,,Surabaya,Indonesia,
31872,,,Jakarta,Indonesia,
31873,,,JakBar 11140,Indonesia,
31874,,,Osaka,Japan,
31875,,,JakUt 14450,Indonesia,
31876,,,Taichung,Taiwan,
31877,,,Chennai,India,
31878,,,Valparaiso,Chile,
31879,,,Koshigaya Saitama 343-0015,Japan,
31880,,,Jakarta,Indonesia,
31881,,,Rocklea QLD 4106,Australia,
31882,,,Jakarta,Indonesia,
31883,,,Bandung,Indonesia,
31884,,,Jakarta,Indonesia,
31885,,,Kitasoma - Ibaraki 300-1631,Japan,
31886,,,Cianjur West Java 43214,Indonesia,
31887,,,Cianjur West Java 43214,Indonesia,
31888,,,Calgary AB,Canada,
31889,,,Oliver BC V0H 1T9,Canada,
31890,,,Namyangju-si Gyeonggi-do 472-793,South Korea,
31891,,,Bandung,Indonesia,
31892,,,Samarkand 704453,Uzbekistan,
31893,,,Surabaya,Indonesia,
31894,,,Taejon 301-781,South Korea,
31895,,,Bagan,Kuwait,
31896,,,Calgary AB,Canada,
31897,,,Yamagataken 999-0121,Japan,
31898,,,Bandung,Indonesia,
31899,,,Saanichton BC V8M 1M6,Canada,
31900,,,Kuwait City 40177,Kuwait,
31901,,,Jakarta,Indonesia,
31902,,,Taipei,Taiwan,
31903,,,Rekuwait City,Kuwait,
31904,,,Seoul 130-722,South Korea,
31905,,,Seoul,South Korea,
31906,,,Edmnton AB T5X 6G7,Canada,
31907,,,Daegu 704-352,South Korea,
31908,,,Seoul 135-902,South Korea,
31909,,,Hsinchu City,Taiwan,
31910,,,Shaybah 31311,Saudi Arabia,
31911,,,Guangzhou,China,
31912,,,Brantford ON N3T 5S7,Canada,
31913,,,Saitama-ken,Japan,
31914,,,Chiba,Japan,
31915,,,Taipei,Taiwan,
31916,,,Taipei,Taiwan,
31917,,,Al Wakra,Qatar,
31918,,,Guangdong Province Shenzhen,China,
31919,,,Victoria BC  V8Y 1T9,Canada,
31920,,,Shanghai,China,
31921,,,Calgary AB,Canada,
31922,,,Oita,Japan,
31923,,,Ho Chi Minh City,Vietnam,
31924,,,Novi Sad,Serbia,
31925,,,Shenzhen,China,
31926,,,Tsing Yi,Hong Kong,
31927,,,Oslo,Norway,
31928,,,Shenzhen,China,
31929,,,Chongqing,China,
31930,,,Ningbo,China,
31931,,,Chongqing,China,
31932,,,Jakarta,Indonesia,
31933,,,Jakarta,Indonesia,
31934,,,Yangzhou Jiangsu,China,
31935,,,Daegu,South Korea,
31936,,,Suzhou,China,
31937,,,Taipei,Taiwan,
31938,,,Bangkok,Thailand,
31939,,,Seoul 135-897,South Korea,
31940,,,Taipei,Taiwan,
31941,,,Istanbul,Turkey,
31942,,,Jakarta,Indonesia,
31943,,,Calgary AB,Canada,
31944,,,Richmond BC V6Y 1H3,Canada,
31945,,,Bangkok,Thailand,
31946,,,Bangkok,Thailand,
31947,,,Cabo San Lucas B.C.S.,Mexico,
31948,,,Muranga,Kenya,
31949,,,Bandung,Indonesia,
31950,,,Jakarta,Indonesia,
31951,,,Jakarta,Indonesia,
31952,,,Jakarta,Indonesia,
31953,,,Bangkok,Thailand,
31954,,,Gamle Fredrikstad,Norway,
31955,,,Jakarta,Indonesia,
31956,,,Surabaya,Indonesia,
31957,,,Ma On Shan,Hong Kong,
31958,,,Bankok,Thailand,
31959,,,Geneva,Switzerland,
31960,,,Anyang City 431-767,South Korea,
31961,,,Shanghai,China,
31962,,,Toronto ON,Canada,
31963,,,Surrey BC,Canada,
31964,,,Beombak-Dong Sosa-Gu,South Korea,
31965,,,Shanghai,China,
31966,,,Bangkok,Thailand,
31967,,,,Canada,
31968,,,Tokyo,Japan,
31969,,,Rawalpindi 46000,Pakistan,
31970,,,Jakarta,Indonesia,
31971,,,Bangkok,Thailand,
31972,,,Bangkok,Thailand,
31973,,,Medan,Indonesia,
31974,,,Jakarta,Indonesia,
31975,,,Medan,Indonesia,
31976,,,Bangkok,Thailand,
31977,,,Seoul 130-791,South Korea,
31978,,,Bangkok,Thailand,
31979,,,Jhonghe City,Taiwan,
31980,,,Chita-gun Aichi Pref 470-2409,Japan,
31981,,,Bangkok,Thailand,
31982,,,Bangkok,Thailand,
31983,,,Chiang Mai,Thailand,
31984,,,Norwood South Australia 5067,Australia,
31985,,,Bangkok,Thailand,
31986,,,Bangkok,Thailand,
31987,,,Klein Windhoek 9000,Namibia,
31988,,,Taipei,Taiwan,
31989,,,Surabaya,Indonesia,
31990,,,Seoul 135-080,South Korea,
31991,,,Seoul 143-190,South Korea,
31992,,,Bangkok,Thailand,
31993,,,Jakarta,Indonesia,
31994,,,Nonthaburi,Thailand,
31995,,,North Vancouver,Canada,
31996,,,Hsinchu,Taiwan,
31997,,,Bangkok,Thailand,
31998,,,CH-8702 Zollikon,Switzerland,
31999,,,,Singapore,
32000,,,Surrey BC,Canada,
32001,,,Cixi ZheJiang Provi,China,
32002,,,Bangkok,Thailand,
32003,,,Dehiwela,Sri Lanka,
32004,,,Samutprakarn,Thailand,
32005,,,Kollam,India,
32006,,,Tokyo,Japan,
32007,,,Jakarta,Indonesia,
32008,,,Bangkok,Thailand,
32009,,,Zushi-shi Kanagawa 249-0006,Japan,
32010,,,Bangkok,Thailand,
32011,,,Bangkok,Thailand,
32012,,,Bangkok,Thailand,
32013,,,Chongqing,China,
32014,,,Shanghai,China,
32015,,,Tianjin,China,
32016,,,Jakarta,Indonesia,
32017,,,Shanghai,China,
32018,,,Shanghai,China,
32019,,,Shanghai,China,
32020,,,Winnipeg MB R3P 0A8,Canada,
32021,,,New Territories,Hong Kong,
32022,,,Anambra State,Nigeria,
32023,,,Kaohsiung,Taiwan,
32024,,,Bangkok,Thailand,
32025,,,Shah Alam Selangor,Malaysia,
32026,,,Roberts Creek BC V0N 2W6,Canada,
32027,,,Bangkok,Thailand,
32028,,,,Singapore,
32029,,,Cuttack-8 Ori,India,
32030,,,Victoria,Australia,
32031,,,Vancouver BC,Canada,
32032,,,Ramat-Hasharon 47445,Israel,
32033,,,Listerfield VIC 3156,Australia,
32034,,,Fredericton E3B 1M3,Canada,
32035,,,Quito,Ecuador,
32036,,,Powell River BC  V8A 3B6,Canada,
32037,,,Bangkok,Thailand,
32038,,,Vancouver BC,Canada,
32039,,,Bangkok,Thailand,
32040,,,Kowloon,Hong Kong,
32041,,,Port Coquitlam Brit Columbia V3B 4M2,Canada,
32042,,,Wilayah Persekutuan 51200,Malaysia,
32043,,,Bangkok,Thailand,
32044,,,Nairobi,Kenya,
32045,,,Kaohsiung,Taiwan,
32046,,,Kowloon,Hong Kong,
32047,,,Bangkok,Thailand,
32048,,,Jakarta,Indonesia,
32049,,,Amman,Jordan,
32050,,,Chungnam 340-720,South Korea,
32051,,,Bangkok,Thailand,
32052,,,Bangkok,Thailand,
32053,,,Bangkok,Thailand,
32054,,,Grand Baie,Mauritius,
32055,,,Bangkok,Thailand,
32056,,,Seocho-Ku 137-807,South Korea,
32057,,,,Singapore,
32058,,,Bangkok,Thailand,
32059,,,Kyungkido,South Korea,
32060,,,Seoul,South Korea,
32061,,,Bangkok,Thailand,
32062,,,Central Hong Kong,Hong Kong,
32063,,,Kuala Lumpur,Malaysia,
32064,,,Sandnes,Norway,
32065,,,Surabaya,Indonesia,
32066,,,,Singapore,
32067,,,Jakarta,Indonesia,
32068,,,Jakarta,Indonesia,
32069,,,Rio de Janeiro,Brazil,
32070,,,Richmond BC V6V 2T1,Canada,
32071,,,Aichi,Japan,
32072,,,Bangkok,Thailand,
32073,,,Bangkok,Thailand,
32074,,,Bangkok,Thailand,
32075,,,Bangkok,Thailand,
32076,,,Taipei,Taiwan,
32077,,,Bangkok,Thailand,
32078,,,Taipei,Taiwan,
32079,,,,Singapore,
32080,,,East Java,Indonesia,
32081,,,,Singapore,
32082,,,Sathorn,Thailand,
32083,,,Kaohsiung,Taiwan,
32084,,,Khon Kaen,Thailand,
32085,,,Bangkok,Thailand,
32086,,,Bangkok,Thailand,
32087,,,Tokyo,Japan,
32088,,,Mueang Nakhon Sawan,Thailand,
32089,,,Kaohsiung,Taiwan,
32090,,,Seoul,South Korea,
32091,,,Bangkok,Thailand,
32092,,,Pathum Thani,Thailand,
32093,,,Jakarata,Indonesia,
32094,,,Bangkok,Thailand,
32095,,,Bangkok,Thailand,
32096,,,Cape Town 7405,South Africa,
32097,,,Taipei,Taiwan,
32098,,,Nakhon Ratchasima,Thailand,
32099,,,Bangkok,Thailand,
32100,,,Bangkok,Thailand,
32101,,,Chiba,Japan,
32102,,,Bangkok,Thailand,
32103,,,Shanghai,China,
32104,,,Bangkok,Thailand,
32105,,,Tokyo,Japan,
32106,,,Tokyo,Japan,
32107,,,Taipei,Taiwan,
32108,,,Minamitsugaru-gun 036-0233,Japan,
32109,,,Taipei,Taiwan,
32110,,,,Singapore,
32111,,,Bangkok,Thailand,
32112,,,Taipei,Taiwan,
32113,,,Hong Kong,Hong Kong,
32114,,,Bangkok,Thailand,
32115,,,Taegu 705 034,South Korea,
32116,,,Bangkok,Thailand,
32117,,,Bangkok,Thailand,
32118,,,Bangkok,Thailand,
32119,,,Shanghai,China,
32120,,,Bangkok,Thailand,
32121,,,Gorakhpur U P 273014,India,
32122,,,Bangkok,Thailand,
32123,,,Bankok,Thailand,
32124,,,Bangkok,Thailand,
32125,,,Bangkok,Thailand,
32126,,,Dali city Taichung,Taiwan,
32127,,,Taipei,Taiwan,
32128,,,Jember,Indonesia,
32129,,,Bangkok,Thailand,
32130,,,Bangkok,Thailand,
32131,,,Bangkok,Thailand,
32132,,,Hanoi,Vietnam,
32133,,,Bangkok,Thailand,
32134,,,Zhenjiang,China,
32135,,,Quzhou,China,
32136,,,hefei,China,
